Name,Age,Region,Gender,Investment,Yield
Hannie,19,Western Region,Female,1483,1.8
Genni,17,Western Region,Female,1280,1.8
Dulsea,16,Greater Accra,Male,4863,2.9
Correna,25,Brong Ahafo Region,Female,5278,3.1
Josey,18,Brong Ahafo Region,Female,7339,4
Dione,20,Central Region,Male,4345,2.7
Alla,17,Eastern Region,Male,3008,2.3
Euphemia,22,Western Region,Male,6227,3.6
Rodina,24,Upper East Region,Male,5285,3.1
Andria,16,Greater Accra,Male,1399,1.8
Joscelin,24,Ashanti Region,Male,4310,2.7
Cassandre,24,Central Region,Female,6152,3.6
Marthena,25,Upper East Region,Female,4371,2.7
Emili,21,Brong Ahafo Region,Male,6464,3.7
Kerstin,18,Eastern Region,Female,3156,2.3
Giana,20,Ashanti Region,Female,4356,2.7
Kassi,24,Eastern Region,Female,1616,1.9
Cherish,15,Northern Region,Female,3449,2.4
Karyl,22,Central Region,Male,2103,2
Rafaelia,23,Ashanti Region,Female,1347,1.8
Dell,19,Greater Accra,Male,1941,1.9
Sophie,24,Brong Ahafo Region,Female,3953,2.5
Cleopatra,15,Brong Ahafo Region,Male,6435,3.7
Joanie,16,Volta Region,Female,3525,2.4
Brita,16,Brong Ahafo Region,Female,6981,3.8
Sibylle,19,Ashanti Region,Female,7048,3.9
Jori,16,Greater Accra,Female,7064,3.9
Bernete,15,Ashanti Region,Female,5777,3.4
Madelon,21,Central Region,Female,1397,1.8
Jazmin,20,Central Region,Female,7465,4
Glad,20,Greater Accra,Male,1570,1.9
Maribelle,19,Northern Region,Male,4071,2.6
Inge,19,Western Region,Female,3946,2.5
Charyl,15,Western Region,Male,1503,1.9
Janeta,15,Eastern Region,Female,1027,1.8
Cinderella,23,Upper East Region,Male,3236,2.3
Madelin,16,Eastern Region,Male,5016,3
Katleen,24,Western Region,Female,1456,1.8
Ileane,17,Northern Region,Female,1648,1.9
Barb,25,Western Region,Female,3108,2.3
Scarlet,25,Brong Ahafo Region,Male,6661,3.7
Layney,18,Western Region,Male,1202,1.8
Jamima,15,Eastern Region,Male,2387,2.1
Cleo,15,Brong Ahafo Region,Male,1166,1.8
Neilla,24,Eastern Region,Female,2220,2
Kenna,25,Western Region,Male,1702,1.9
Lavena,23,Western Region,Male,1396,1.8
Malia,24,Central Region,Male,2804,2.2
Callida,15,Upper West,Female,5520,3.3
Marylinda,15,Upper West,Male,3016,2.3
Blinnie,25,Western Region,Female,3666,2.4
Beilul,19,Western Region,Male,3721,2.5
Britteny,15,Northern Region,Female,4604,2.8
Cybil,20,Eastern Region,Female,4817,2.9
Alica,20,Western Region,Male,1110,1.8
Ilene,22,Upper West,Female,5476,3.2
Meggy,23,Northern Region,Male,4573,2.8
Shaylyn,20,Eastern Region,Male,1809,1.9
Gerrie,25,Volta Region,Male,1659,1.9
Eloisa,15,Western Region,Female,2468,2.1
Gill,21,Northern Region,Female,6274,3.6
Lizbeth,19,Western Region,Female,1065,1.8
Julia,17,Brong Ahafo Region,Male,1548,1.9
Nettie,24,Volta Region,Male,4006,2.6
Juliana,19,Brong Ahafo Region,Female,1652,1.9
Adora,18,Northern Region,Male,3060,2.3
Nollie,16,Volta Region,Male,1255,1.8
Delly,25,Western Region,Female,6708,3.8
Dani,23,Northern Region,Male,5456,3.2
Hortense,21,Greater Accra,Female,2822,2.2
Tabbitha,23,Volta Region,Female,3454,2.4
Annemarie,18,Greater Accra,Male,4583,2.8
Lira,25,Upper East Region,Female,2306,2.1
Leanor,22,Western Region,Female,1610,1.9
Layney,24,Greater Accra,Male,1750,1.9
Jennie,17,Volta Region,Female,4215,2.7
Henka,23,Upper East Region,Male,3004,2.3
Olga,20,Ashanti Region,Female,6837,3.8
Billi,16,Brong Ahafo Region,Male,1592,1.9
Juana,22,Volta Region,Male,2767,2.2
Katrina,24,Ashanti Region,Male,1302,1.8
Adara,21,Brong Ahafo Region,Male,1076,1.8
Adelice,24,Greater Accra,Female,6016,3.6
Suki,24,Brong Ahafo Region,Male,2044,2
Nonnah,22,Eastern Region,Male,1944,1.9
Hanna,24,Brong Ahafo Region,Male,6966,3.8
Jessika,21,Greater Accra,Male,7293,4
Didi,24,Ashanti Region,Male,3964,2.5
Ronna,17,Volta Region,Male,6383,3.7
Carol,18,Greater Accra,Female,1780,1.9
Magdalene,21,Eastern Region,Female,3549,2.4
Bonnibelle,22,Ashanti Region,Female,3431,2.4
Angeline,22,Northern Region,Male,1441,1.8
Chelsy,24,Central Region,Male,1063,1.8
Astrid,23,Volta Region,Female,6999,3.8
Doti,16,Volta Region,Female,5395,3.2
Sheba,17,Northern Region,Female,3219,2.3
Blondie,25,Northern Region,Male,2956,2.2
Joy,20,Upper East Region,Female,1899,1.9
Ted,25,Volta Region,Male,1685,1.9
Lorilyn,17,Upper West,Female,4325,2.7
Lory,22,Volta Region,Male,1755,1.9
Samara,23,Volta Region,Female,7243,4
Elane,24,Upper West,Female,1600,1.9
Josephina,19,Upper East Region,Female,6015,3.6
Chandal,15,Western Region,Female,2793,2.2
Drucill,16,Brong Ahafo Region,Female,2497,2.1
Neile,22,Northern Region,Female,1070,1.8
Sarajane,16,Central Region,Male,4835,2.9
Ellissa,25,Upper West,Female,4991,3
Crista,16,Northern Region,Male,1408,1.8
Faydra,24,Brong Ahafo Region,Female,4317,2.7
Agathe,15,Ashanti Region,Female,1201,1.8
Pearla,25,Central Region,Female,1704,1.9
Barbabra,25,Volta Region,Male,4731,2.9
Keri,17,Eastern Region,Female,1334,1.8
Adrian,17,Western Region,Female,6300,3.7
Matti,17,Central Region,Male,1204,1.8
Holli,23,Volta Region,Male,3912,2.5
Corenda,24,Ashanti Region,Female,6283,3.6
Mariellen,16,Western Region,Female,5320,3.2
Blythe,21,Eastern Region,Male,3476,2.4
Sonnie,17,Upper East Region,Female,5758,3.4
Marjie,20,Eastern Region,Male,1412,1.8
Roxy,23,Central Region,Female,6006,3.6
Juliane,25,Western Region,Male,4338,2.7
Gigi,19,Greater Accra,Male,1904,1.9
Janeen,23,Brong Ahafo Region,Male,6792,3.8
Jackqueline,17,Greater Accra,Male,2613,2.2
Jeannine,15,Volta Region,Male,3446,2.4
Melonie,25,Brong Ahafo Region,Male,3915,2.5
Daloris,16,Northern Region,Female,1521,1.9
Allie,19,Brong Ahafo Region,Male,4440,2.8
Kirbee,25,Volta Region,Female,1543,1.9
Halimeda,22,Eastern Region,Male,5770,3.4
Kata,19,Greater Accra,Male,1055,1.8
Robinette,17,Western Region,Female,1221,1.8
Sybila,25,Brong Ahafo Region,Female,5503,3.3
Christel,17,Upper West,Male,3376,2.3
Cathrine,17,Upper East Region,Female,4329,2.7
Lanie,19,Upper West,Male,2429,2.1
Marabel,22,Greater Accra,Male,4133,2.6
Janel,23,Upper East Region,Female,6083,3.6
Isis,17,Brong Ahafo Region,Male,1343,1.8
Cher,22,Western Region,Male,6959,3.8
Sibelle,24,Volta Region,Female,3557,2.4
Jess,23,Northern Region,Female,6120,3.6
Karmen,20,Upper West,Female,4823,2.9
Jillayne,18,Ashanti Region,Male,1320,1.8
Benedetta,25,Upper East Region,Female,7123,3.9
Deborah,20,Upper East Region,Female,1380,1.8
Eve,16,Upper West,Female,3200,2.3
Lian,23,Northern Region,Female,936,1.7
Quintilla,17,Greater Accra,Male,4074,2.6
Kassi,23,Greater Accra,Female,3106,2.3
Penelopa,17,Brong Ahafo Region,Male,2205,2
Lea,21,Northern Region,Female,2759,2.2
Billye,18,Greater Accra,Male,4908,3
Ellene,25,Central Region,Female,4822,2.9
Delphinia,18,Ashanti Region,Male,2827,2.2
Jacquie,15,Upper East Region,Female,5866,3.5
Phillie,24,Western Region,Male,1314,1.8
Marsha,25,Central Region,Female,1790,1.9
Eada,20,Ashanti Region,Male,1222,1.8
Christin,23,Greater Accra,Male,6866,3.8
Andria,25,Western Region,Male,3210,2.3
Patsy,16,Volta Region,Male,2060,2
Elinore,20,Brong Ahafo Region,Male,2573,2.2
Inge,25,Eastern Region,Male,5396,3.2
Ellen,20,Brong Ahafo Region,Female,4073,2.6
Marnia,25,Greater Accra,Female,1461,1.8
Jenna,15,Upper West,Male,5498,3.2
Gilly,23,Upper East Region,Male,934,1.7
Addi,17,Upper East Region,Female,3896,2.5
Camille,21,Central Region,Male,3445,2.4
Pauletta,15,Northern Region,Male,1256,1.8
Minnie,24,Ashanti Region,Male,5949,3.5
Deonne,22,Eastern Region,Male,2566,2.2
Ada,17,Central Region,Female,3000,2.3
Bell,17,Central Region,Male,1349,1.8
Joscelin,19,Greater Accra,Male,2677,2.2
Lane,21,Upper West,Female,4575,2.8
Danette,23,Brong Ahafo Region,Female,5208,3.1
Dido,19,Eastern Region,Female,1580,1.9
Bobette,16,Eastern Region,Male,1274,1.8
Arlana,20,Upper West,Male,4937,3
Rosy,21,Upper East Region,Male,5433,3.2
Alyda,24,Upper West,Male,6220,3.6
Dania,24,Upper West,Male,6881,3.8
Scarlett,25,Northern Region,Male,3600,2.4
Roselia,17,Western Region,Male,1110,1.8
Druci,25,Volta Region,Female,859,1.7
Martita,21,Greater Accra,Female,5099,3.1
Othilia,21,Western Region,Male,5722,3.4
Roch,24,Upper East Region,Female,4218,2.7
Ibby,21,Volta Region,Female,5489,3.2
Marilin,21,Western Region,Male,5006,3
Hedi,20,Brong Ahafo Region,Female,3320,2.3
Augustine,21,Upper East Region,Male,1236,1.8
Maureen,24,Upper East Region,Male,7173,3.9
Novelia,17,Upper East Region,Male,6623,3.7
Rachele,23,Upper East Region,Male,1075,1.8
Jewelle,18,Brong Ahafo Region,Male,1235,1.8
Ailene,19,Northern Region,Male,1486,1.8
Clara,20,Upper West,Female,4291,2.7
Chloris,25,Eastern Region,Female,1726,1.9
Dre,17,Volta Region,Female,4539,2.8
Sheeree,23,Central Region,Female,2096,2
Jacky,18,Upper East Region,Female,6954,3.8
Frederica,19,Upper West,Female,2028,2
Nance,23,Greater Accra,Female,5685,3.3
Rora,20,Upper East Region,Male,1654,1.9
Leann,24,Central Region,Female,3553,2.4
Dagmar,21,Volta Region,Female,5800,3.5
Barbee,25,Greater Accra,Male,1373,1.8
Gabrielle,23,Greater Accra,Female,6441,3.7
Stephi,16,Northern Region,Female,4356,2.7
Leonanie,15,Western Region,Male,1162,1.8
Karlie,17,Upper East Region,Male,6830,3.8
Anthe,20,Upper West,Female,5627,3.3
Maryanne,22,Central Region,Female,3661,2.4
Dacey,16,Ashanti Region,Male,1546,1.9
Claudine,22,Upper East Region,Male,1591,1.9
Ardelia,21,Upper East Region,Male,6152,3.6
Kerry,20,Northern Region,Female,1832,1.9
Brigitte,21,Brong Ahafo Region,Male,7211,4
Connie,21,Northern Region,Male,4314,2.7
Lexie,22,Brong Ahafo Region,Male,6650,3.7
Hadria,21,Volta Region,Male,6140,3.6
Sarina,21,Western Region,Female,4017,2.6
Micheline,25,Volta Region,Male,1774,1.9
Opalina,25,Ashanti Region,Male,2279,2
Sheeree,23,Greater Accra,Female,1183,1.8
Erda,25,Brong Ahafo Region,Female,3648,2.4
Tawnya,22,Eastern Region,Female,1418,1.8
Carlene,16,Central Region,Female,1853,1.9
Maryellen,22,Ashanti Region,Female,7166,3.9
Pam,18,Eastern Region,Female,2365,2.1
Matilda,19,Eastern Region,Male,7452,4
Mallory,23,Central Region,Male,4340,2.7
Martita,21,Upper West,Male,5124,3.1
Mikaela,20,Volta Region,Male,6855,3.8
Bibbie,18,Volta Region,Female,3184,2.3
Nerti,25,Eastern Region,Male,2268,2
Lynne,17,Central Region,Female,2825,2.2
Jenelle,21,Central Region,Female,1003,1.8
Joy,25,Eastern Region,Female,938,1.7
Micky,17,Western Region,Male,1113,1.8
Beverly,18,Brong Ahafo Region,Male,1731,1.9
Joycelin,19,Northern Region,Female,1572,1.9
Laurianne,19,Western Region,Female,6543,3.7
Petronia,16,Ashanti Region,Female,5946,3.5
Marcy,15,Volta Region,Female,4833,2.9
Leisha,18,Ashanti Region,Male,6838,3.8
Rosana,21,Greater Accra,Male,4933,3
Alice,15,Upper East Region,Female,1923,1.9
Elva,20,Volta Region,Male,4777,2.9
Hilde,19,Greater Accra,Female,4756,2.9
Cherilyn,19,Ashanti Region,Male,2581,2.2
Lib,19,Upper West,Male,1968,1.9
Doe,21,Northern Region,Female,2304,2.1
Natala,18,Western Region,Female,2221,2
Ardenia,23,Greater Accra,Female,7055,3.9
Ginger,20,Upper West,Male,1428,1.8
Sella,15,Volta Region,Female,3451,2.4
Darcey,15,Upper East Region,Female,2528,2.2
Margaret,23,Northern Region,Male,1665,1.9
Sonja,20,Western Region,Male,1667,1.9
Rene,23,Western Region,Male,2905,2.2
Leelah,25,Greater Accra,Female,4151,2.6
Goldie,20,Upper East Region,Male,1281,1.8
Emelina,17,Eastern Region,Female,3290,2.3
Abby,17,Greater Accra,Female,3344,2.3
Ruthy,15,Northern Region,Male,7386,4
Angelique,23,Eastern Region,Female,1488,1.8
Elly,19,Northern Region,Female,4029,2.6
Melissa,17,Ashanti Region,Male,1662,1.9
Lacey,16,Central Region,Female,3714,2.5
Engracia,17,Central Region,Male,5816,3.5
Hedvige,16,Central Region,Female,3527,2.4
Dian,25,Western Region,Male,7214,4
Dierdre,22,Brong Ahafo Region,Female,1288,1.8
Nadeen,19,Northern Region,Male,6338,3.7
Jermaine,18,Volta Region,Male,1391,1.8
Mimi,23,Northern Region,Male,6235,3.6
Sandy,20,Upper East Region,Male,1204,1.8
Chere,25,Eastern Region,Male,2981,2.2
Oralla,17,Ashanti Region,Female,6419,3.7
Gwennie,15,Volta Region,Male,5897,3.5
Franky,23,Northern Region,Male,5234,3.1
Bab,15,Upper East Region,Female,2072,2
Geneva,19,Western Region,Female,1425,1.8
Lilah,20,Eastern Region,Female,2670,2.2
Anastassia,22,Eastern Region,Female,3524,2.4
Brandy,17,Greater Accra,Female,1130,1.8
Anne,18,Ashanti Region,Female,4335,2.7
Sadye,25,Brong Ahafo Region,Female,3053,2.3
Hanni,24,Northern Region,Male,1168,1.8
Quinta,23,Volta Region,Male,2542,2.2
Grace,25,Brong Ahafo Region,Male,5807,3.5
Elianora,24,Volta Region,Male,1331,1.8
Jemie,17,Greater Accra,Male,5954,3.5
Shayne,17,Upper West,Male,848,1.7
Gwendolyn,19,Northern Region,Female,5304,3.2
Keriann,22,Upper East Region,Female,5678,3.3
Kristen,20,Western Region,Female,2086,2
Phyllis,24,Volta Region,Female,1255,1.8
Siana,21,Greater Accra,Female,5485,3.2
Lorna,21,Western Region,Female,6279,3.6
Georgeanna,23,Volta Region,Male,1214,1.8
Heather,22,Greater Accra,Male,6230,3.6
Jobey,15,Brong Ahafo Region,Female,2440,2.1
Agretha,22,Brong Ahafo Region,Female,1527,1.9
Leanna,20,Central Region,Male,5597,3.3
Leda,21,Ashanti Region,Female,7121,3.9
Pamella,19,Brong Ahafo Region,Female,6140,3.6
Stacy,19,Eastern Region,Female,1018,1.8
Julita,16,Greater Accra,Male,4384,2.7
Steffie,20,Greater Accra,Female,3290,2.3
Kyrstin,16,Brong Ahafo Region,Female,1356,1.8
Alli,24,Brong Ahafo Region,Male,2581,2.2
Daphna,15,Ashanti Region,Female,3120,2.3
Sallie,18,Volta Region,Male,884,1.7
Paulie,20,Northern Region,Male,6755,3.8
Madella,25,Upper West,Female,5475,3.2
Clemmie,16,Ashanti Region,Male,6907,3.8
Kellen,17,Western Region,Female,3644,2.4
Cristin,18,Northern Region,Male,1720,1.9
Nananne,21,Upper West,Male,3086,2.3
Jehanna,22,Brong Ahafo Region,Female,2500,2.2
Marianne,19,Central Region,Male,2015,2
Gwenette,22,Northern Region,Female,5246,3.1
Jonie,18,Ashanti Region,Female,3452,2.4
Lynnett,23,Western Region,Male,4780,2.9
Enid,16,Upper East Region,Male,6304,3.7
Robinett,22,Ashanti Region,Male,1338,1.8
Flossi,24,Northern Region,Male,5673,3.3
Paulita,25,Northern Region,Male,2374,2.1
Rodi,19,Upper East Region,Male,896,1.7
Beilul,22,Upper East Region,Male,1202,1.8
Karlotta,24,Greater Accra,Male,7004,3.9
Adan,24,Central Region,Female,4279,2.7
Farand,21,Ashanti Region,Male,1724,1.9
Hedda,18,Greater Accra,Male,6074,3.6
Fancie,15,Eastern Region,Male,3150,2.3
Miguelita,23,Ashanti Region,Female,6548,3.7
Marice,18,Northern Region,Male,5738,3.4
Sharyl,17,Ashanti Region,Male,1266,1.8
Melissa,16,Northern Region,Male,2439,2.1
Silvana,24,Volta Region,Male,4694,2.8
Deny,24,Central Region,Male,3009,2.3
Claresta,15,Greater Accra,Male,3738,2.5
Guinevere,21,Upper East Region,Male,4356,2.7
Quinn,17,Northern Region,Female,3540,2.4
Melisent,18,Brong Ahafo Region,Female,1163,1.8
Kaye,23,Northern Region,Male,2151,2
Kynthia,21,Upper East Region,Female,6037,3.6
Bunni,17,Upper East Region,Male,1784,1.9
Daphne,15,Upper East Region,Male,3784,2.5
Elfrieda,16,Western Region,Female,5267,3.1
Hildy,23,Upper West,Female,3497,2.4
Evonne,21,Brong Ahafo Region,Female,5071,3.1
Stefa,15,Eastern Region,Male,1689,1.9
Natalya,17,Greater Accra,Male,5312,3.2
Amberly,24,Western Region,Male,4612,2.8
Rhetta,20,Ashanti Region,Male,5511,3.3
Blaire,25,Upper West,Female,5563,3.3
Tate,21,Greater Accra,Male,5606,3.3
Margarethe,23,Upper East Region,Female,6142,3.6
Nicoline,20,Upper East Region,Female,1878,1.9
Shayne,22,Greater Accra,Female,6171,3.6
Brigida,15,Western Region,Female,6026,3.6
Correna,15,Western Region,Female,1645,1.9
Robinia,15,Brong Ahafo Region,Female,1761,1.9
Paloma,22,Greater Accra,Female,2671,2.2
Carlotta,15,Volta Region,Female,1616,1.9
Fifine,25,Upper East Region,Female,3049,2.3
Anabel,16,Eastern Region,Male,1585,1.9
Nanete,25,Northern Region,Male,4270,2.7
Elfrieda,20,Greater Accra,Female,3609,2.4
Clerissa,25,Eastern Region,Female,5800,3.5
Chandra,15,Greater Accra,Female,4974,3
Randy,17,Volta Region,Female,4832,2.9
Ketti,17,Upper West,Female,3294,2.3
Star,25,Ashanti Region,Male,1459,1.8
Carolyn,16,Upper West,Male,1898,1.9
Karlee,19,Eastern Region,Female,1342,1.8
Jazmin,24,Northern Region,Female,1404,1.8
Lorry,15,Brong Ahafo Region,Female,2034,2
Clarinda,22,Volta Region,Female,1616,1.9
Devin,25,Northern Region,Male,4310,2.7
Charlene,17,Brong Ahafo Region,Female,2713,2.2
Noni,25,Upper East Region,Female,1684,1.9
Gillian,17,Ashanti Region,Male,990,1.7
Chloe,18,Greater Accra,Female,1300,1.8
Lotte,23,Western Region,Female,2873,2.2
Celisse,17,Western Region,Male,1008,1.8
Odele,18,Greater Accra,Female,962,1.7
Jewell,15,Brong Ahafo Region,Male,7241,4
Kelcey,17,Ashanti Region,Female,4346,2.7
Cortney,24,Volta Region,Male,3796,2.5
Nessa,17,Upper West,Female,5731,3.4
Ambur,21,Eastern Region,Male,6803,3.8
Stella,15,Brong Ahafo Region,Male,1382,1.8
Felisha,24,Western Region,Male,6687,3.7
Alisun,22,Volta Region,Male,2145,2
Lucilia,22,Northern Region,Female,3582,2.4
Koressa,15,Volta Region,Female,6882,3.8
Rosmunda,17,Volta Region,Male,870,1.7
Shaylyn,16,Brong Ahafo Region,Female,3218,2.3
Rikki,19,Ashanti Region,Male,1457,1.8
Cherida,18,Western Region,Female,4225,2.7
Nanine,20,Northern Region,Male,5970,3.5
Maia,24,Volta Region,Female,5133,3.1
Brena,19,Brong Ahafo Region,Male,2786,2.2
Carlina,15,Western Region,Male,1739,1.9
Karee,22,Upper West,Female,2282,2
Ruthy,17,Volta Region,Male,5727,3.4
Kara,20,Brong Ahafo Region,Female,1585,1.9
Ariela,23,Brong Ahafo Region,Female,1636,1.9
Annemarie,15,Northern Region,Female,1953,1.9
Gisella,21,Eastern Region,Female,2495,2.1
Danni,24,Central Region,Male,1283,1.8
Jaquelyn,18,Western Region,Male,1365,1.8
Bebe,19,Volta Region,Female,2440,2.1
Almeda,18,Ashanti Region,Female,5816,3.5
Corette,15,Western Region,Female,4392,2.7
Dorthy,21,Ashanti Region,Female,1525,1.9
Colette,24,Upper West,Female,3038,2.3
Noelle,18,Ashanti Region,Female,5272,3.1
Ruby,24,Upper West,Male,5694,3.3
Chelsea,17,Eastern Region,Male,833,1.7
Cordie,17,Brong Ahafo Region,Male,1768,1.9
Aeriel,20,Western Region,Female,1025,1.8
Miquela,17,Central Region,Male,6281,3.6
Jermaine,25,Central Region,Male,1206,1.8
Mahala,18,Upper East Region,Male,1508,1.9
Denny,24,Upper East Region,Male,4953,3
Sabra,24,Upper West,Female,1401,1.8
Prudence,17,Northern Region,Male,6913,3.8
Charla,16,Central Region,Male,5437,3.2
Kerrill,17,Ashanti Region,Female,7430,4
Hedwig,16,Western Region,Male,3923,2.5
Adelina,22,Upper West,Female,1157,1.8
Bonnee,15,Brong Ahafo Region,Female,6554,3.7
Cynde,19,Northern Region,Female,1573,1.9
Camala,18,Western Region,Male,7041,3.9
Della,18,Upper East Region,Female,1305,1.8
Nicola,22,Brong Ahafo Region,Female,4893,2.9
Annette,20,Ashanti Region,Female,6130,3.6
Sonny,25,Brong Ahafo Region,Female,2108,2
Garland,23,Central Region,Male,5857,3.5
Marlyn,23,Ashanti Region,Female,2562,2.2
Amargo,17,Volta Region,Male,2090,2
Merrie,18,Central Region,Male,1663,1.9
Edin,15,Greater Accra,Female,4991,3
Briana,19,Brong Ahafo Region,Female,1685,1.9
Gusella,16,Greater Accra,Male,2705,2.2
Hope,19,Ashanti Region,Female,6777,3.8
Amalea,16,Upper West,Female,2791,2.2
Linet,22,Upper West,Female,2728,2.2
Juana,17,Greater Accra,Female,1219,1.8
Lynette,16,Ashanti Region,Female,1267,1.8
Dedra,23,Volta Region,Female,6932,3.8
Kristy,15,Volta Region,Male,2338,2.1
Cissy,18,Central Region,Male,3811,2.5
Berny,18,Northern Region,Male,3294,2.3
Agneta,20,Greater Accra,Female,1610,1.9
Natala,18,Ashanti Region,Male,6306,3.7
Norine,24,Western Region,Female,1818,1.9
Brigitte,23,Northern Region,Male,6917,3.8
Nichole,20,Western Region,Female,1052,1.8
Arden,21,Northern Region,Female,7380,4
Laraine,23,Greater Accra,Male,5067,3.1
Janeta,23,Eastern Region,Female,2928,2.2
Federica,20,Upper West,Female,6022,3.6
Kellina,23,Upper East Region,Female,5191,3.1
Ayn,19,Volta Region,Female,1515,1.9
Bobbee,21,Central Region,Female,5801,3.5
Malissia,20,Northern Region,Male,7393,4
Phylis,15,Northern Region,Male,3991,2.5
Dorice,16,Eastern Region,Female,2480,2.1
Dottie,21,Ashanti Region,Male,7214,4
Crista,23,Upper East Region,Female,4396,2.7
Sorcha,19,Northern Region,Male,4765,2.9
Shirleen,25,Greater Accra,Female,6327,3.7
Anabella,22,Northern Region,Male,2700,2.2
Nertie,19,Ashanti Region,Female,1104,1.8
Aeriela,19,Northern Region,Female,6082,3.6
Cassandra,18,Ashanti Region,Female,1391,1.8
Deloria,25,Upper East Region,Female,5007,3
Joannes,15,Upper West,Female,6660,3.7
Ardelis,17,Western Region,Male,5389,3.2
Alysia,16,Volta Region,Male,2610,2.2
Abbi,20,Northern Region,Male,1020,1.8
Gerty,18,Brong Ahafo Region,Female,5622,3.3
Ede,21,Greater Accra,Male,3433,2.4
Jazmin,20,Volta Region,Female,1190,1.8
